filename,chronon,obstype,title,hydcd_name,observation,year,dimensions,jacsim,cossim,tfidf,nllr,nllr-te,kld,kld-te,bestcos,cosdist,cosdmed,coshit,besttfidf,tfidfdist,tfidfdmed,tfidfhit,bestjac,jacdist,jacdmed,jachit,bestkld,klddist,klddmed,kldhit,bestkld-te,kld-tedist,kld-tedmed,kld-tehit,bestnllr-te,nllr-tedist,nllr-tedmed,nllr-tehit,bestnllr,nllrdist,nllrdmed,nllrhit,bestrand,randdist,randdmed,randhit
0c87f43d7392c0589fbfb491e5165af9,1754.0,start,(乾隆)歸德府志,,0.0,1522.0,7156,0.05755603992568225,0.939164347571816,0.0015511542205553597,0.027048093493011287,0.0938359881709382,0.8429797473659024,1.7998654041215632,1500.0,-22.0,25.0,TRUE,1475.0,-47.0,25.0,TRUE,1625.0,103.0,128.0,FALSE,1500.0,-22.0,25.0,TRUE,1500.0,-22.0,25.0,TRUE,1500.0,-22.0,25.0,TRUE,1500.0,-22.0,25.0,TRUE,1675.0,153.0,178.0,FALSE
